"","temp","origin","date","mean_temp"
"30258",32,"LGA",2013-11-30,32
"30259",69.98,"EWR",2013-08-14,69.98
"30260",46.04,"JFK",2013-02-15,46.04
"30261",48.92,"JFK",2013-12-04,48.92
"30262",37.94,"JFK",2013-03-19,37.94
"30263",50,"EWR",2013-12-03,50
"30264",62.96,"EWR",2013-08-14,62.96
"30265",50,"LGA",2013-05-26,50
"30266",68,"EWR",2013-09-30,68
"30267",71.06,"LGA",2013-05-28,71.06
"30268",64.04,"LGA",2013-05-22,64.04
"30269",46.94,"JFK",2013-05-25,46.94
"30270",89.06,"JFK",2013-07-15,89.06
"30271",68,"LGA",2013-09-08,68
"30272",51.08,"JFK",2013-10-24,51.08
"30273",62.06,"JFK",2013-09-23,62.06
"30274",95,"LGA",2013-07-17,95
"30275",91.04,"EWR",2013-07-14,91.04
"30276",77,"JFK",2013-06-27,77
"30277",55.94,"JFK",2013-04-26,55.94
"30278",89.06,"EWR",2013-09-10,89.06
"30279",57.02,"EWR",2013-09-17,57.02
"30280",35.06,"JFK",2013-12-13,35.06
"30281",42.08,"JFK",2013-02-11,42.08
"30282",53.96,"EWR",2013-04-29,53.96
"30283",77,"EWR",2013-06-15,77
"30284",82.04,"EWR",2013-08-23,82.04
"30285",55.04,"JFK",2013-04-20,55.04
"30286",42.8,"JFK",2013-02-11,42.8
"30287",39.92,"LGA",2013-11-26,39.92
"30288",41,"JFK",2013-11-27,41
"30289",86,"EWR",2013-05-21,86
"30290",44.6,"EWR",2013-01-13,44.6
"30291",82.94,"JFK",2013-06-26,82.94
"30292",51.08,"LGA",2013-04-05,51.08
"30293",64.94,"JFK",2013-11-18,64.94
"30294",87.08,"LGA",2013-09-10,87.08
"30295",37.94,"LGA",2013-12-15,37.94
"30296",26.06,"LGA",2013-12-25,26.06
"30297",75.02,"LGA",2013-05-30,75.02
"30298",41,"EWR",2013-04-05,41
"30299",46.04,"EWR",2013-04-22,46.04
"30300",30.92,"LGA",2013-02-18,30.92
"30301",39.02,"JFK",2013-10-25,39.02
"30302",84.92,"LGA",2013-07-16,84.92
"30303",71.06,"EWR",2013-08-01,71.06
"30304",62.06,"JFK",2013-10-09,62.06
"30305",77,"EWR",2013-06-26,77
"30306",75.2,"EWR",2013-09-03,75.2
"30307",51.98,"LGA",2013-04-07,51.98
"30308",59,"LGA",2013-05-12,59
"30309",69.08,"EWR",2013-09-18,69.08
"30310",39.02,"JFK",2013-04-06,39.02
"30311",64.94,"JFK",2013-06-13,64.94
"30312",51.98,"LGA",2013-11-14,51.98
"30313",71.06,"JFK",2013-06-17,71.06
"30314",41,"JFK",2013-01-29,41
"30315",53.06,"JFK",2013-04-29,53.06
"30316",66.92,"LGA",2013-06-08,66.92
"30317",39.02,"JFK",2013-01-15,39.02
"30318",66.02,"LGA",2013-09-14,66.02
"30319",30.92,"EWR",2013-12-10,30.92
"30320",62.06,"EWR",2013-11-18,62.06
"30321",80.06,"EWR",2013-05-21,80.06
"30322",41,"EWR",2013-11-27,41
"30323",41,"JFK",2013-03-11,41
"30324",77,"LGA",2013-06-03,77
"30325",80.06,"JFK",2013-07-05,80.06
"30326",82.94,"JFK",2013-07-11,82.94
"30327",69.98,"LGA",2013-10-04,69.98
"30328",78.08,"EWR",2013-05-21,78.08
"30329",84.02,"LGA",2013-09-11,84.02
"30330",28.94,"LGA",2013-02-10,28.94
"30331",59,"LGA",2013-10-09,59
"30332",86,"LGA",2013-09-10,86
"30333",30.02,"JFK",2013-02-01,30.02
"30334",71.96,"EWR",2013-08-29,71.96
"30335",51.98,"JFK",2013-11-10,51.98
"30336",33.98,"EWR",2013-12-26,33.98
"30337",78.08,"LGA",2013-07-22,78.08
"30338",75.02,"EWR",2013-06-08,75.02
"30339",82.04,"EWR",2013-08-25,82.04
"30340",41,"LGA",2013-01-17,41
"30341",71.6,"JFK",2013-07-02,71.6
"30342",64.04,"EWR",2013-10-15,64.04
"30343",68,"JFK",2013-10-06,68
"30344",33.8,"EWR",2013-02-08,33.8
"30345",60.98,"EWR",2013-10-13,60.98
"30346",35.96,"JFK",2013-12-26,35.96
"30347",68,"EWR",2013-04-27,68
"30348",66.92,"LGA",2013-07-25,66.92
"30349",78.08,"JFK",2013-06-23,78.08
"30350",89.96,"EWR",2013-05-31,89.96
"30351",84.02,"EWR",2013-08-02,84.02
"30352",44.06,"LGA",2013-12-20,44.06
"30353",42.08,"JFK",2013-04-02,42.08
"30354",48.02,"JFK",2013-12-28,48.02
"30355",37.94,"JFK",2013-12-30,37.94
"30356",39.02,"EWR",2013-02-25,39.02
"30357",68,"EWR",2013-04-27,68
"30358",86,"EWR",2013-08-02,86
"30359",51.98,"LGA",2013-04-23,51.98
"30360",35.06,"LGA",2013-03-20,35.06
"30361",51.8,"EWR",2013-03-11,51.8
"30362",69.98,"JFK",2013-08-06,69.98
"30363",80.06,"LGA",2013-06-24,80.06
"30364",17.96,"EWR",2013-01-22,17.96
"30365",78.08,"JFK",2013-05-30,78.08
"30366",28.94,"JFK",2013-02-03,28.94
"30367",93.92,"LGA",2013-07-06,93.92
"30368",75.02,"JFK",2013-07-03,75.02
"30369",59,"JFK",2013-05-22,59
"30370",51.98,"JFK",2013-04-18,51.98
"30371",39.92,"LGA",2013-02-24,39.92
"30372",37.04,"EWR",2013-02-06,37.04
"30373",51.08,"JFK",2013-10-21,51.08
"30374",19.94,"LGA",2013-01-24,19.94
"30375",64.04,"EWR",2013-10-08,64.04
"30376",66.92,"JFK",2013-07-25,66.92
"30377",35.06,"LGA",2013-12-26,35.06
"30378",80.96,"EWR",2013-07-31,80.96
"30379",80.96,"EWR",2013-06-21,80.96
"30380",71.96,"LGA",2013-06-03,71.96
"30381",51.98,"JFK",2013-05-14,51.98
"30382",23,"EWR",2013-12-12,23
"30383",69.08,"JFK",2013-10-04,69.08
"30384",75.92,"LGA",2013-09-08,75.92
"30385",73.04,"LGA",2013-08-24,73.04
"30386",64.04,"JFK",2013-06-13,64.04
"30387",32,"JFK",2013-02-18,32
"30388",71.96,"EWR",2013-07-13,71.96
"30389",62.96,"JFK",2013-05-16,62.96
"30390",50,"LGA",2013-12-06,50
"30391",93.02,"EWR",2013-06-24,93.02
"30392",30.92,"LGA",2013-02-20,30.92
"30393",59,"LGA",2013-05-28,59
"30394",42.8,"JFK",2013-02-19,42.8
"30395",80.06,"JFK",2013-08-02,80.06
"30396",46.94,"JFK",2013-11-03,46.94
"30397",77,"JFK",2013-08-23,77
"30398",35.96,"JFK",2013-12-26,35.96
"30399",42.98,"JFK",2013-03-27,42.98
"30400",42.08,"EWR",2013-12-30,42.08
"30401",55.4,"LGA",2013-04-11,55.4
"30402",62.96,"LGA",2013-10-16,62.96
"30403",37.94,"EWR",2013-03-07,37.94
"30404",33.98,"EWR",2013-01-16,33.98
"30405",73.04,"JFK",2013-06-29,73.04
"30406",53.06,"EWR",2013-04-21,53.06
"30407",80.06,"JFK",2013-07-20,80.06
"30408",60.08,"JFK",2013-06-08,60.08
"30409",41,"LGA",2013-11-19,41
"30410",46.94,"LGA",2013-10-26,46.94
"30411",57.02,"EWR",2013-10-29,57.02
"30412",73.94,"JFK",2013-07-02,73.94
"30413",78.98,"EWR",2013-06-02,78.98
"30414",84.02,"LGA",2013-07-03,84.02
"30415",35.06,"EWR",2013-01-16,35.06
"30416",71.06,"LGA",2013-10-05,71.06
"30417",28.94,"JFK",2013-02-05,28.94
"30418",73.04,"EWR",2013-09-30,73.04
"30419",91.94,"JFK",2013-07-15,91.94
"30420",80.06,"JFK",2013-07-05,80.06
"30421",55.94,"LGA",2013-11-22,55.94
"30422",39.02,"LGA",2013-03-19,39.02
"30423",42.8,"EWR",2013-12-29,42.8
"30424",78.98,"LGA",2013-07-03,78.98
"30425",82.04,"LGA",2013-07-07,82.04
"30426",77,"EWR",2013-07-01,77
"30427",24.08,"LGA",2013-11-24,24.08
"30428",33.98,"EWR",2013-01-03,33.98
"30429",75.92,"LGA",2013-09-20,75.92
"30430",46.94,"JFK",2013-04-21,46.94
"30431",60.98,"JFK",2013-10-14,60.98
"30432",35.06,"EWR",2013-01-04,35.06
"30433",60.08,"JFK",2013-05-12,60.08
"30434",60.8,"JFK",2013-04-10,60.8
"30435",60.08,"JFK",2013-04-25,60.08
"30436",30.92,"JFK",2013-02-05,30.92
"30437",75.2,"EWR",2013-04-19,75.2
"30438",73.94,"LGA",2013-08-12,73.94
"30439",53.96,"JFK",2013-12-22,53.96
"30440",41,"EWR",2013-11-27,41
"30441",82.94,"LGA",2013-09-10,82.94
"30442",68,"EWR",2013-06-16,68
"30443",39.92,"LGA",2013-11-26,39.92
"30444",57.02,"LGA",2013-11-06,57.02
"30445",77,"JFK",2013-09-10,77
"30446",39.92,"LGA",2013-11-03,39.92
"30447",73.94,"EWR",2013-07-13,73.94
"30448",62.06,"JFK",2013-08-15,62.06
"30449",41,"LGA",2013-01-11,41
"30450",91.04,"EWR",2013-07-08,91.04
"30451",75.02,"JFK",2013-08-09,75.02
"30452",55.94,"EWR",2013-05-13,55.94
"30453",46.94,"LGA",2013-11-03,46.94
"30454",42.98,"LGA",2013-04-23,42.98
"30455",46.94,"EWR",2013-11-09,46.94
"30456",37.94,"EWR",2013-02-11,37.94
"30457",57.02,"LGA",2013-05-01,57.02
"30458",75.92,"EWR",2013-09-19,75.92
"30459",44.96,"EWR",2013-03-23,44.96
"30460",91.94,"EWR",2013-05-31,91.94
"30461",37.94,"EWR",2013-11-26,37.94
"30462",55.04,"EWR",2013-11-06,55.04
"30463",64.04,"LGA",2013-09-23,64.04
"30464",80.06,"LGA",2013-09-10,80.06
"30465",39.92,"LGA",2013-03-28,39.92
"30466",66.2,"JFK",2013-06-03,66.2
"30467",75.02,"EWR",2013-05-27,75.02
"30468",42.98,"JFK",2013-03-06,42.98
"30469",46.04,"JFK",2013-10-29,46.04
"30470",80.06,"EWR",2013-08-29,80.06
"30471",21.02,"JFK",2013-01-22,21.02
"30472",60.98,"JFK",2013-09-25,60.98
"30473",60.08,"EWR",2013-04-28,60.08
"30474",46.94,"LGA",2013-03-05,46.94
"30475",73.04,"JFK",2013-06-02,73.04
"30476",82.94,"JFK",2013-07-19,82.94
"30477",37.94,"EWR",2013-02-23,37.94
"30478",28.04,"JFK",2013-12-25,28.04
"30479",60.98,"LGA",2013-10-28,60.98
"30480",53.06,"JFK",2013-03-09,53.06
"30481",26.96,"LGA",2013-02-01,26.96
"30482",93.02,"LGA",2013-06-24,93.02
"30483",48.92,"EWR",2013-04-21,48.92
"30484",53.96,"JFK",2013-11-16,53.96
"30485",71.96,"EWR",2013-09-28,71.96
"30486",42.98,"JFK",2013-12-02,42.98
"30487",84.02,"EWR",2013-08-20,84.02
"30488",59,"LGA",2013-06-14,59
"30489",33.08,"EWR",2013-03-21,33.08
"30490",78.8,"EWR",2013-09-12,78.8
"30491",75.92,"JFK",2013-08-25,75.92
"30492",33.08,"EWR",2013-12-08,33.08
"30493",39.02,"EWR",2013-01-15,39.02
"30494",30.02,"JFK",2013-02-10,30.02
"30495",73.94,"LGA",2013-08-15,73.94
"30496",55.94,"EWR",2013-04-11,55.94
"30497",53.96,"EWR",2013-04-20,53.96
"30498",59,"LGA",2013-04-17,59
"30499",41,"LGA",2013-03-20,41
"30500",33.08,"EWR",2013-02-17,33.08
"30501",55.94,"JFK",2013-12-22,55.94
"30502",33.08,"EWR",2013-02-15,33.08
"30503",55.94,"JFK",2013-09-09,55.94
"30504",73.4,"LGA",2013-07-12,73.4
"30505",80.96,"LGA",2013-07-17,80.96
"30506",80.06,"LGA",2013-09-12,80.06
"30507",48.02,"EWR",2013-03-31,48.02
"30508",57.02,"JFK",2013-05-19,57.02
"30509",51.08,"JFK",2013-10-23,51.08
"30510",30.02,"JFK",2013-02-03,30.02
"30511",68,"EWR",2013-09-09,68
"30512",35.06,"EWR",2013-01-04,35.06
"30513",30.92,"EWR",2013-03-17,30.92
"30514",33.8,"LGA",2013-02-08,33.8
"30515",77,"EWR",2013-06-18,77
"30516",55.94,"LGA",2013-11-15,55.94
"30517",60.98,"EWR",2013-04-28,60.98
"30518",28.94,"JFK",2013-02-09,28.94
"30519",60.98,"JFK",2013-05-04,60.98
"30520",71.06,"LGA",2013-08-18,71.06
"30521",80.06,"JFK",2013-07-05,80.06
"30522",35.06,"EWR",2013-02-08,35.06
"30523",80.06,"EWR",2013-06-11,80.06
"30524",75.02,"LGA",2013-07-13,75.02
"30525",39.02,"EWR",2013-03-04,39.02
"30526",53.96,"EWR",2013-10-24,53.96
"30527",71.6,"JFK",2013-05-22,71.6
"30528",62.06,"LGA",2013-05-10,62.06
"30529",42.08,"EWR",2013-01-30,42.08
"30530",78.08,"JFK",2013-08-17,78.08
"30531",77,"EWR",2013-06-20,77
"30532",48.92,"EWR",2013-02-28,48.92
"30533",51.08,"LGA",2013-01-30,51.08
"30534",77,"EWR",2013-08-22,77
"30535",48.02,"EWR",2013-03-05,48.02
"30536",53.96,"JFK",2013-11-16,53.96
"30537",64.94,"EWR",2013-05-11,64.94
"30538",39.92,"JFK",2013-02-26,39.92
"30539",80.06,"LGA",2013-05-10,80.06
"30540",78.98,"EWR",2013-08-19,78.98
"30541",68,"JFK",2013-05-17,68
"30542",60.98,"EWR",2013-09-29,60.98
"30543",35.06,"LGA",2013-04-03,35.06
"30544",77,"EWR",2013-05-10,77
"30545",46.94,"EWR",2013-10-25,46.94
"30546",64.04,"JFK",2013-09-21,64.04
"30547",78.98,"EWR",2013-09-03,78.98
"30548",71.06,"JFK",2013-08-25,71.06
"30549",33.98,"JFK",2013-03-03,33.98
"30550",80.96,"LGA",2013-08-09,80.96
"30551",78.08,"LGA",2013-08-29,78.08
"30552",78.08,"JFK",2013-08-10,78.08
"30553",80.06,"LGA",2013-07-02,80.06
"30554",42.08,"JFK",2013-04-23,42.08
"30555",71.06,"EWR",2013-06-15,71.06
"30556",44.06,"LGA",2013-11-09,44.06
"30557",69.08,"JFK",2013-07-27,69.08
"30558",66.92,"EWR",2013-05-16,66.92
"30559",59,"EWR",2013-05-18,59
"30560",44.06,"LGA",2013-04-03,44.06
"30561",78.98,"EWR",2013-09-12,78.98
"30562",78.98,"LGA",2013-05-29,78.98
"30563",44.96,"LGA",2013-11-04,44.96
"30564",51.98,"LGA",2013-11-22,51.98
"30565",51.98,"LGA",2013-04-23,51.98
"30566",57.92,"JFK",2013-05-02,57.92
"30567",51.98,"LGA",2013-04-23,51.98
"30568",73.94,"JFK",2013-08-17,73.94
"30569",35.06,"EWR",2013-01-04,35.06
"30570",33.98,"JFK",2013-02-08,33.98
"30571",33.98,"LGA",2013-12-26,33.98
"30572",32,"LGA",2013-02-20,32
"30573",82.04,"EWR",2013-05-21,82.04
"30574",51.08,"EWR",2013-11-15,51.08
"30575",69.08,"EWR",2013-10-17,69.08
"30576",35.96,"LGA",2013-11-30,35.96
"30577",41,"LGA",2013-03-14,41
"30578",69.98,"LGA",2013-08-20,69.98
"30579",80.06,"JFK",2013-08-29,80.06
"30580",86,"LGA",2013-08-21,86
"30581",78.08,"LGA",2013-05-30,78.08
"30582",57.02,"EWR",2013-09-26,57.02
"30583",42.98,"JFK",2013-12-29,42.98
"30584",37.04,"LGA",2013-03-01,37.04
"30585",44.96,"JFK",2013-02-24,44.96
"30586",86,"EWR",2013-08-27,86
"30587",44.96,"JFK",2013-01-12,44.96
"30588",30.92,"JFK",2013-01-03,30.92
"30589",44.96,"LGA",2013-04-22,44.96
"30590",73.94,"LGA",2013-07-12,73.94
"30591",57.92,"LGA",2013-11-16,57.92
"30592",26.06,"LGA",2013-01-18,26.06
"30593",48.02,"LGA",2013-04-23,48.02
"30594",60.08,"EWR",2013-05-02,60.08
"30595",75.92,"JFK",2013-06-24,75.92
"30596",75.02,"JFK",2013-08-22,75.02
"30597",30.02,"JFK",2013-02-03,30.02
"30598",51.08,"JFK",2013-12-28,51.08
"30599",57.92,"JFK",2013-05-18,57.92
"30600",71.6,"LGA",2013-08-01,71.6
"30601",33.98,"JFK",2013-01-06,33.98
"30602",80.06,"EWR",2013-06-28,80.06
"30603",37.04,"LGA",2013-11-29,37.04
"30604",37.94,"EWR",2013-11-26,37.94
"30605",53.06,"JFK",2013-03-09,53.06
"30606",75.2,"LGA",2013-08-09,75.2
"30607",71.96,"EWR",2013-08-29,71.96
"30608",60.08,"EWR",2013-05-03,60.08
"30609",30.92,"LGA",2013-02-03,30.92
"30610",73.4,"EWR",2013-05-11,73.4
"30611",57.92,"LGA",2013-10-31,57.92
"30612",42.08,"JFK",2013-04-23,42.08
"30613",53.6,"LGA",2013-03-12,53.6
"30614",75.02,"LGA",2013-05-22,75.02
"30615",86,"LGA",2013-06-02,86
"30616",53.96,"EWR",2013-04-29,53.96
"30617",44.96,"LGA",2013-03-28,44.96
"30618",55.04,"EWR",2013-04-29,55.04
"30619",87.98,"EWR",2013-08-21,87.98
"30620",77,"JFK",2013-07-02,77
"30621",82.04,"JFK",2013-07-07,82.04
"30622",46.04,"JFK",2013-01-09,46.04
"30623",30.02,"LGA",2013-03-17,30.02
"30624",42.98,"JFK",2013-12-03,42.98
"30625",39.92,"LGA",2013-03-22,39.92
"30626",41,"LGA",2013-03-13,41
"30627",48.92,"LGA",2013-11-08,48.92
"30628",33.08,"LGA",2013-11-29,33.08
"30629",42.98,"EWR",2013-02-25,42.98
"30630",42.98,"LGA",2013-04-12,42.98
"30631",82.04,"EWR",2013-07-16,82.04
"30632",87.98,"JFK",2013-07-20,87.98
"30633",46.04,"LGA",2013-03-15,46.04
"30634",60.98,"EWR",2013-05-29,60.98
"30635",53.06,"EWR",2013-04-15,53.06
"30636",73.04,"JFK",2013-06-20,73.04
"30637",82.94,"JFK",2013-06-24,82.94
"30638",69.98,"JFK",2013-06-02,69.98
"30639",73.4,"JFK",2013-06-18,73.4
"30640",73.94,"LGA",2013-07-01,73.94
"30641",46.04,"LGA",2013-11-09,46.04
"30642",66.92,"JFK",2013-09-05,66.92
"30643",42.98,"LGA",2013-01-07,42.98
"30644",64.4,"JFK",2013-05-23,64.4
"30645",89.06,"EWR",2013-07-16,89.06
"30646",69.08,"LGA",2013-09-16,69.08
"30647",80.06,"JFK",2013-08-29,80.06
"30648",91.94,"EWR",2013-05-30,91.94
"30649",64.94,"LGA",2013-06-10,64.94
"30650",51.98,"EWR",2013-11-14,51.98
"30651",35.06,"JFK",2013-12-15,35.06
"30652",26.96,"JFK",2013-01-27,26.96
"30653",44.06,"JFK",2013-04-21,44.06
"30654",84.02,"JFK",2013-08-20,84.02
"30655",84.02,"EWR",2013-07-03,84.02
"30656",55.94,"EWR",2013-05-15,55.94
"30657",71.96,"LGA",2013-06-19,71.96
"30658",59,"LGA",2013-04-20,59
"30659",75.02,"LGA",2013-07-03,75.02
"30660",60.8,"EWR",2013-05-08,60.8
"30661",82.04,"JFK",2013-05-31,82.04
"30662",30.02,"LGA",2013-12-11,30.02
"30663",37.94,"EWR",2013-03-25,37.94
"30664",62.06,"LGA",2013-05-11,62.06
"30665",42.08,"EWR",2013-03-24,42.08
"30666",75.92,"JFK",2013-05-21,75.92
"30667",71.96,"EWR",2013-08-23,71.96
"30668",75.92,"JFK",2013-10-01,75.92
"30669",80.96,"LGA",2013-08-12,80.96
"30670",57.02,"LGA",2013-09-06,57.02
"30671",60.08,"EWR",2013-09-18,60.08
"30672",73.04,"JFK",2013-10-03,73.04
"30673",46.04,"EWR",2013-11-14,46.04
"30674",30.02,"JFK",2013-03-04,30.02
"30675",69.08,"EWR",2013-09-09,69.08
"30676",35.06,"EWR",2013-01-19,35.06
"30677",44.6,"JFK",2013-01-11,44.6
"30678",60.08,"LGA",2013-04-01,60.08
"30679",24.98,"EWR",2013-11-24,24.98
"30680",35.96,"EWR",2013-11-30,35.96
"30681",73.94,"JFK",2013-08-04,73.94
"30682",46.04,"JFK",2013-11-23,46.04
"30683",59,"EWR",2013-11-16,59
"30684",71.06,"EWR",2013-09-12,71.06
"30685",82.04,"EWR",2013-06-26,82.04
"30686",46.94,"EWR",2013-11-03,46.94
"30687",78.98,"EWR",2013-06-02,78.98
"30688",55.94,"LGA",2013-11-22,55.94
"30689",53.96,"JFK",2013-05-25,53.96
"30690",55.94,"LGA",2013-05-03,55.94
"30691",73.04,"LGA",2013-08-30,73.04
"30692",78.98,"LGA",2013-07-08,78.98
"30693",78.08,"JFK",2013-07-08,78.08
"30694",46.04,"LGA",2013-01-06,46.04
"30695",41,"EWR",2013-03-01,41
"30696",64.04,"JFK",2013-10-17,64.04
"30697",69.08,"EWR",2013-09-09,69.08
"30698",66.02,"JFK",2013-08-15,66.02
"30699",33.08,"EWR",2013-11-20,33.08
"30700",68,"EWR",2013-05-02,68
"30701",62.06,"EWR",2013-06-05,62.06
"30702",24.98,"EWR",2013-12-11,24.98
"30703",30.02,"LGA",2013-03-03,30.02
"30704",66.02,"LGA",2013-09-15,66.02
"30705",53.96,"EWR",2013-10-10,53.96
"30706",73.94,"JFK",2013-06-30,73.94
"30707",78.98,"LGA",2013-08-11,78.98
"30708",78.98,"EWR",2013-05-20,78.98
"30709",35.96,"EWR",2013-03-19,35.96
"30710",48.02,"EWR",2013-04-08,48.02
"30711",75.02,"EWR",2013-09-02,75.02
"30712",62.96,"LGA",2013-10-21,62.96
"30713",42.08,"EWR",2013-03-05,42.08
"30714",71.96,"JFK",2013-06-17,71.96
"30715",30.02,"EWR",2013-11-24,30.02
"30716",69.08,"EWR",2013-08-01,69.08
"30717",28.94,"EWR",2013-02-21,28.94
"30718",37.04,"JFK",2013-03-16,37.04
"30719",39.02,"EWR",2013-11-26,39.02
"30720",33.98,"EWR",2013-01-27,33.98
"30721",91.04,"EWR",2013-07-16,91.04
"30722",73.94,"JFK",2013-09-05,73.94
"30723",46.04,"JFK",2013-11-23,46.04
"30724",60.98,"EWR",2013-08-15,60.98
"30725",39.02,"EWR",2013-01-15,39.02
"30726",93.02,"LGA",2013-07-18,93.02
"30727",75.92,"JFK",2013-05-21,75.92
"30728",15.08,"LGA",2013-01-25,15.08
"30729",51.08,"EWR",2013-10-25,51.08
"30730",55.94,"LGA",2013-06-14,55.94
"30731",51.08,"EWR",2013-05-05,51.08
"30732",35.06,"EWR",2013-11-29,35.06
"30733",69.98,"EWR",2013-09-20,69.98
"30734",78.08,"LGA",2013-06-23,78.08
"30735",82.94,"EWR",2013-06-16,82.94
"30736",44.06,"JFK",2013-04-13,44.06
"30737",62.96,"LGA",2013-10-10,62.96
"30738",32,"JFK",2013-03-14,32
"30739",73.4,"EWR",2013-06-03,73.4
"30740",62.96,"EWR",2013-05-04,62.96
"30741",37.94,"EWR",2013-01-01,37.94
"30742",69.08,"JFK",2013-10-18,69.08
"30743",86,"EWR",2013-07-29,86
"30744",41,"JFK",2013-03-10,41
"30745",53.96,"EWR",2013-10-26,53.96
"30746",50,"JFK",2013-04-25,50
"30747",39.02,"JFK",2013-01-05,39.02
"30748",46.94,"EWR",2013-03-28,46.94
"30749",37.04,"LGA",2013-12-28,37.04
"30750",77,"EWR",2013-08-16,77
"30751",60.98,"JFK",2013-05-09,60.98
"30752",48.02,"EWR",2013-12-03,48.02
"30753",52.7,"JFK",2013-10-27,52.7
"30754",64.94,"JFK",2013-09-17,64.94
"30755",42.98,"EWR",2013-11-15,42.98
"30756",28.04,"JFK",2013-12-13,28.04
"30757",64.94,"EWR",2013-12-22,64.94
"30758",39.92,"JFK",2013-11-13,39.92
"30759",80.96,"JFK",2013-07-04,80.96
"30760",75.92,"EWR",2013-05-20,75.92
"30761",39.92,"JFK",2013-12-27,39.92
"30762",57.02,"JFK",2013-05-03,57.02
"30763",73.94,"LGA",2013-08-23,73.94
"30764",75.02,"EWR",2013-07-09,75.02
"30765",69.98,"LGA",2013-09-13,69.98
"30766",15.98,"EWR",2013-01-23,15.98
"30767",87.08,"LGA",2013-07-14,87.08
"30768",50,"LGA",2013-04-14,50
"30769",57.92,"EWR",2013-09-15,57.92
"30770",66.02,"JFK",2013-09-18,66.02
"30771",53.96,"JFK",2013-05-13,53.96
"30772",55.04,"JFK",2013-04-18,55.04
"30773",75.02,"EWR",2013-07-28,75.02
"30774",62.96,"JFK",2013-10-17,62.96
"30775",69.08,"JFK",2013-10-18,69.08
"30776",75.02,"EWR",2013-07-27,75.02
"30777",30.92,"JFK",2013-03-08,30.92
"30778",68,"LGA",2013-09-06,68
"30779",24.08,"LGA",2013-12-12,24.08
"30780",35.96,"EWR",2013-11-04,35.96
"30781",82.94,"LGA",2013-08-10,82.94
"30782",77,"LGA",2013-06-29,77
"30783",30.92,"JFK",2013-12-14,30.92
"30784",35.96,"JFK",2013-02-22,35.96
"30785",60.08,"LGA",2013-04-28,60.08
"30786",93.92,"JFK",2013-07-16,93.92
"30787",44.6,"LGA",2013-12-06,44.6
"30788",33.98,"JFK",2013-02-24,33.98
"30789",64.94,"JFK",2013-10-15,64.94
"30790",17.06,"EWR",2013-01-23,17.06
"30791",71.06,"LGA",2013-10-17,71.06
"30792",44.6,"JFK",2013-03-30,44.6
"30793",41,"LGA",2013-12-29,41
"30794",51.98,"EWR",2013-05-24,51.98
"30795",64.04,"EWR",2013-09-23,64.04
"30796",50,"LGA",2013-09-24,50
"30797",39.92,"LGA",2013-11-27,39.92
"30798",37.04,"JFK",2013-01-16,37.04
"30799",57.02,"JFK",2013-10-10,57.02
"30800",55.04,"JFK",2013-04-27,55.04
"30801",66.92,"JFK",2013-07-25,66.92
"30802",73.94,"JFK",2013-06-26,73.94
"30803",62.06,"LGA",2013-09-26,62.06
"30804",51.08,"LGA",2013-03-13,51.08
"30805",48.02,"EWR",2013-12-01,48.02
"30806",55.04,"LGA",2013-10-14,55.04
"30807",33.08,"EWR",2013-02-07,33.08
"30808",32,"LGA",2013-12-15,32
"30809",53.06,"JFK",2013-05-13,53.06
"30810",73.04,"EWR",2013-08-24,73.04
"30811",50.72,"EWR",2013-11-03,50.72
"30812",80.96,"EWR",2013-07-20,80.96
"30813",66.92,"LGA",2013-06-10,66.92
"30814",84.02,"LGA",2013-07-11,84.02
"30815",42.98,"LGA",2013-12-30,42.98
"30816",35.6,"LGA",2013-01-28,35.6
"30817",75.02,"LGA",2013-07-03,75.02
"30818",87.98,"EWR",2013-07-23,87.98
"30819",44.96,"JFK",2013-12-01,44.96
"30820",33.08,"JFK",2013-03-21,33.08
"30821",35.06,"LGA",2013-11-13,35.06
"30822",39.2,"EWR",2013-03-07,39.2
"30823",66.92,"JFK",2013-05-17,66.92
"30824",53.06,"JFK",2013-03-09,53.06
"30825",35.06,"LGA",2013-12-18,35.06
"30826",84.92,"LGA",2013-08-27,84.92
"30827",42.08,"JFK",2013-10-28,42.08
"30828",71.06,"JFK",2013-05-20,71.06
"30829",57.92,"JFK",2013-05-18,57.92
"30830",39.02,"LGA",2013-01-09,39.02
"30831",55.04,"LGA",2013-10-27,55.04
"30832",71.96,"JFK",2013-06-29,71.96
"30833",77,"LGA",2013-06-16,77
"30834",73.04,"EWR",2013-07-12,73.04
"30835",48.92,"LGA",2013-03-27,48.92
"30836",78.08,"JFK",2013-08-21,78.08
"30837",78.98,"EWR",2013-08-04,78.98
"30838",69.8,"LGA",2013-10-05,69.8
"30839",82.4,"EWR",2013-05-23,82.4
"30840",78.98,"EWR",2013-09-04,78.98
"30841",42.08,"LGA",2013-04-01,42.08
"30842",78.98,"LGA",2013-06-28,78.98
"30843",41,"JFK",2013-03-22,41
"30844",30.02,"JFK",2013-03-03,30.02
"30845",44.06,"LGA",2013-11-09,44.06
"30846",33.98,"LGA",2013-01-16,33.98
"30847",46.4,"EWR",2013-11-27,46.4
"30848",50,"LGA",2013-04-08,50
"30849",19.94,"EWR",2013-02-17,19.94
"30850",55.94,"LGA",2013-11-22,55.94
"30851",44.06,"LGA",2013-04-04,44.06
